play_id,title,speaker,length,description,play_link
1305,Perfect Moments,Brian Finkelstein,17:19,A counselor at a suicide hotline intervenes with a caller.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1305
1297,Lego Crimes,Micaela Blei,07:06,A teacher faces an ethical dilemma.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1297
1295,Inside Passage,Tom Bodett,13:58,Tom Bodett fears his father's judgment after being accidentally electrocuted.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1295
1286,The 25 Cent Spa,Elizabeth Winstead,11:07,A woman's quest for an authentic experience in Morocco goes awry.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1286
1279,Talking with Strangers,Laura Gershman,06:39,Two sisters are dropped off at the mall as part of their mother's elaborate ruse.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1279
1274,The Actual Happy Ending,Anthony Swofford,12:53,A troubled young man attempts to crack his father's code.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1274
1270,Lucky Ladies,Josh Axelrad,14:23,A problem gambler with a destructive streak tells himself he can beat the odds…just one last time.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1270
1266,Wall of Sound,Piper Kerman,14:21,An inmate at a women’s prison describes the surprising value of an ordinary transistor radio.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1266
1262,Beyond My Viewmaster Dreams,Alvin Hall,11:39,A successful businessman reveals his childhood dream.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1262
1258,Cents of Luck,Flash Rosenberg,09:51,An artist connects with her father when he sends her coins he finds on the street.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1258
1251,Feminist Débutante Ball,April Salazar,06:47,April goes to a pro-choice rally with her stepfather.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1251
1247,A Country Boy's Journey,Kevin Boggs,08:33,A college kid from a small town in Tennessee has a chance to see the world.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1247
1243,"Listen Here, Fancy Pants!",Anthony Giglio,14:01,A white collar son makes peace with his blue collar father.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1243
1231,Environmental Engineering,Lisa Jackson,11:52,The administrator of the EPA tells how the disaster in New Orleans shaped her as a civil servant. This story was produced in collaboration with the World Science Festival.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1231
1226,The Letting Go,Siddhartha Mukherjee,12:26,An oncologist struggles with the way death is handled in his country. This story was produced in collaboration with the World Science Festival.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1226
1222,Mission to India,George Lombardi,16:21,A young doctor is whisked halfway across the globe to care for an ailing international religious icon. This story was produced in collaboration with the World Science Festival.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1222
1217,"My Cheese, My Malaria",Julie Kraut,05:38,A friendship made overseas must withstand the toils of international travel.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1217
1213,An Unplanned Exhibition,Jennifer Sodini,05:31,Jennifer Sodini weighs the dangers of sprinting past a stranger or her neighbor in her skivvies.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1213
1210,"Hair Today, Gone Tomorrow",Jenny Allen,18:00,A woman decides whether she's a wig person or a scarf person while undergoing chemotherapy.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1210
1206,A Crushing Connection,Warren Macdonald,17:29,A hiker details his journey home through a trial by stone.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1206
1201,Courting Paul Bowles in Tangier,Edgar Oliver,20:00,Three literary pilgrims search for a beloved author.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1201
1198,Writing Amidst the Ruins,Elif Shafak,13:30,A writer's self-imposed isolation draws her closer to her neighbors.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1198
1194,The Toucan Beak,Laura Revness,07:04,A teenage girl discovers how to control her errant parrot.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1194
1191,Hatpin Mary,Richard Price,13:04,A wrestling-obsessed grandmother has a nasty surprise for the contenders.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1191
1183,Secret Daughter,June Cross,12:51,A young woman is told to keep her heritage a secret...by her mother.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1183
1179,Sibling Rivalry,Bernard Jenkins,04:46,"A young man has to compete with his ""brothers"" during Christmas.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1179
1175,The Sounds of My Village,Ishmael Beah,15:14,A man from Sierra Leone describes his transformation from innocent child to cold-hearted soldier.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1175
1171,Cocoon of Love,Roald Hoffmann,14:51,A renowned scientist remembers his family's struggle for survival during the Holocaust. This story was produced in collaboration with the World Science Festival.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1171
1154,The Perfect Human Hand,Kodi Azari,14:05,A surgeon details his involvement in one of the world's first-ever hand transplants. This story was produced in collaboration with the World Science Festival.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1154
1151,Confessions of a Pro-Social Psychopath,James Fallon,15:01,A world-renowned neuroscientist identifies patterns in the brains of psychopathic killers. This story was produced in collaboration with the World Science Festival.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1151
1147,The Accidental Executive,Carlos Kotkin,06:22,A college dropout finds himself in the unlikeliest of places.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1147
1133,Wedding Jackpot,Peter Story,05:57,A couple takes an online wedding contest very seriously.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1133
1130,Three of a Kind,Josh Blau,07:07,A father gets some unexpected news.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1130
1126,My Father's Love,Jay Dixit,06:48,Jay Dixit feels alienated from his father but makes a connection during an airport layover.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1126
1122,The Battle of Temple Beth-El,Jeffrey Solomon,10:24,A boy's Bar Mitzvah becomes a family battle ground.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1122
1119,Cocktails in Attica,"Sherman ""O.T."" Powell",13:01,A young man tries to make ends meet in one of the world's toughest prisons.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1119
1114,Lessons from the Perry Como Sundae Bar,Robert Weinstein,05:22,Robert Weinstein visits his grandmother in a nursing home and takes her dancing in the recreation room.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1114
1111,Just One Song?,Giulia Rozzi,06:36,A recently married woman finds strength in a talent she didn't know she had.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1111
1107,A House Divided,Annie Duke,15:41,A poker player learns perseverance from her parents.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1107
1104,Terms They Don't Teach You in Girl Scouts,Erin Barker,05:37,A friendship stands the test of time.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1104
1076,One Shouldered Boy,Rebecca A,06:00,A woman is a willing participant in her brother's games.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1076
1073,Off The Record,Sally Kalson,11:11,A reporter sits on a friend's secret and a huge story.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1073
1067,Star Custodian,David Chang,14:29,A chef details cooking a high-stakes meal.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1067
1063,"Fat Girl, Interrupted",Lisa Lampanelli,17:23,"Battling with her weight and relationship, a woman is forced to make a bold decision.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1063
1059,Takedown Day,Steve Osborne,15:14,An NYPD cop about to conduct the biggest raid of his career is suddenly sidetracked by events downtown.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1059
1057,Sweet & Sour Meatballs,Alvin Lau,05:40,Alvin Lau details what he'd like his last meal to be if he doesn't survive his cancer.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1057
1053,English Lessons,Ivan Kuraev,06:16,An eight-year-old immigrant learns English to win a girl’s heart.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1053
1049,Racing the Bus,Kirby Adams,08:09,A 9-year-old Olympic hopeful starts an unauthorized exercise regimen.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1049
1045,Mothering in Captivity,Molly Ringwald,11:45,Molly Ringwald finds herself in the principal's office with her daughter.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1045
1041,Lost,Ellie Lee,13:14,An artist and documentary filmmaker loses three years of work in an instant and finds it hard to continue.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1041
1033,Dinosaur,Sam S. Mullins,06:10,A waiter fields a strange request at a Macaroni Grill.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1033
1030,A Perfect Circle,Carly Johnstone,15:08,A 16-year old girl discovers she is pregnant.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1030
1026,The Reveal,April Salazar,12:04,A young woman describes her unconventional upbringing with a very free-spirited mother.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1026
1022,War,Sebastian Junger,13:44,A journalist spends many years covering war and thinks that he’s come close to knowing what soldiers experience.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1022
1016,Life After Death,Damien Echols,10:25,A man reflects on his time on death row and his journey to the other side.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1016
1018,The Past Wasn't Done With Me,Kemp Powers,12:39,Kemp Powers is only 14 when he learns that playing with a loaded gun can have devastating consequences.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1018
1012,Anonymous,Matthew Dicks,05:56,A teacher survives a witch hunt.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1012
1008,The Pink Stallion,Malic White,06:24,An avid biker has a difficult time choosing a bicycle color.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1008
1004,The Best Person Prize,Jessica Lee Williamson,06:14,An aspiring good samaritan gets competitive.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1004
1002,The Case of the Curious Codes,Cynthia Riggs,16:04,A woman reconnects with a man she hasn't seen in over fifty years.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=1002
998,Crashing the Coronation,Bokara Legendre,14:03,A socialite trying to escape an unhappy marriage accidentally crashes the coronation of the king of Nepal.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=998
994,Slaying King George,Maurice Ashley,12:57,Maurice describes his development as a chess player under the tutelage of The Black Bear School of Chess.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=994
990,How to (Not) Stop a Wedding,Jill Donnelly,06:13,A young woman sets out to sabotage the wedding of the man she loves.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=990
987,Sink or Swim,Kevin McAuliffe,06:26,Kevin McAuliffe visits his big brother in NYC.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=987
983,Good Daughter,Lisa Schuldt,06:47,A beloved dog takes a walk on thin ice.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=983
978,My Grandmother's Nerve,Catherine Smyka,05:39,A young woman comes out to her grandmother.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=978
971,The Big Things You Don't Do,Annie Duke,15:42,"A woman plays the most high-stakes poker game of her life, live on camera, in Las Vegas.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=971
974,I Want To Be A Freedom Rider,Sala Udin,13:27,"Sala Udin, a Freedom Rider, is captured by the Mississippi Highway Patrol and almost loses his life.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=974
967,Ninja Costume,Horace H.B. Sanders,06:36,A tween creates a homemade Halloween costume.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=967
965,Finding Home,Dori Samadzai Bonner,12:12,Dori Samadzai Bonner is smuggled out of Afghanistan with her little brother.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=965
961,Unhooked,Nathan Englander,13:50,A man travels to Europe right around the fall of The Berlin Wall.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=961
963,Eyes on the Road,Ryan Knighton,12:59,A young man doesn't let his lack of eyesight restrict his mobility.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=963
957,Sunday School Dropout,Jen Lee,06:19,Jen Lee has her kids attend Bible school while visiting her religious parents.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=957
953,War Games,Micaela Blei,08:00,A teacher discovers her playground has turned into a 3rd grade war zone.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=953
948,In Deep Guano,Dan Kennedy,15:09,Dan Kennedy travels to Indonesia to find giant snakes and live in the moment.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=948
944,The Finish Line,Chris Rasheed,06:04,Chris Rasheed is the inexperienced coach of a losing basketball team.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=944
941,Failing to Climb Mountains,Scott M Herman,06:03,A man's hiking trip in Ireland goes right by going wrong.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=941
938,Gaggy's Blessing,Krista Tippett,15:23,A woman circles back to appreciate her strict minister grandfather.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=938
934,Partners in Struggle,Grace Lee Boggs,07:58,A woman is inspired to become an activist in the 1940s and meets her future husband.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=934
930,The Haunted Freezer,George Dawes Green,13:58,The founder of The Moth details a bizarre interruption during a poker game in Georgia.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=930
928,A View of the Earth,Michael J. Massimino,17:56,An astronaut details his high stakes mission to repair the Hubble Space Telescope.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=928
924,The Drip,Marika Hughes,13:43,A cellist makes a disturbing discovery.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=924
920,My Post-Nuclear Family,Andrew Solomon,13:43,A man describes his circuitous route to becoming a dad.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=920
918,The Deer & I,Morgan Laketa,04:33,Morgan Laketa is alone and on a barefoot nature walk when she happens upon a buck.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=918
915,The Ascent,Joby Ogwyn,15:36,A climber attempts to reach the top of Mt. Everest.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=915
911,R2 Where Are You,Tig Notaro,15:08,A comedian must build a new relationship with her stepfather after her mother's sudden death.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=911
905,From the Archives of the Heartbroken & Spiritually Bereft,Sarah Bird,15:24,A Texas romance is thwarted by religion.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=905
901,Good Guys & Good Ol' Boys,John Lincoln,13:30,"A teenage hotel clerk comes of age, at gunpoint.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=901
893,Jewish Santa,Ophira Eisenberg,05:21,A Jewish girl meets Santa.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=893
897,Miss Macy,Trisha Coburn,13:49,A small town girl from Alabama attends charm school and gets ‘discovered’.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=897
889,Boom-Boom Waits for Nobody,Tara Clancy,05:53,A woman is reunited with a high school crush.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=889
887,The Cup of Coffee,Earlyne Alexander,11:08,A daughter tries to surprise her mom at the World Trade Center one September morning.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=887
883,Lost and Found Daughter,Dana Stallard,12:00,An adoptee fears rejection by her birth family in Korea.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=883
879,Adult Chat Room Adventures,David Harris-Gershon,06:04,A man comes up with a creative way to win votes.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=879
875,Memorial Under the Sea,Cole Kazdin,06:26,A woman plans a sing-along funeral finale.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=875
872,The Lost and Found,Scott Holzknecht,07:01,A man travels to Africa to find a higher purpose.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=872
868,No Matter What,Mark Lukach,11:50,A surfer contends with his wife’s deep depression.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=868
864,Cops Don't Cry,Steve Osborne,15:34,"A tough New York City cop gets a small, fluffy dog.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=864
862,Cupid's Packing Heat,Eric Call,07:02,A man sees some warning signs on a Match.com date.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=862
858,The Secret Letter,Paola Ayala,04:12,Paola is worried about her family's reaction when they find out she is gay.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=858
852,White Coats and Red Wigs,Merlixse Ventura,05:21,A teenager has a life-changing experience during an internship at a hospital.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=852
848,Rhapsody on the Grand Central Parkway,Sam Dingman,07:04,A New York City cab driver has a very bad day.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=848
844,One Woman's Trash,Elise Hunter,05:59,A college student tries dumpster diving.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=844
840,Cousin Norman,Corey Rosen,06:18,Corey Rosen adores his 80 year old Cousin Norman.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=840
836,Father's Day,Bradford Jordan,06:57,A life-changing email arrives from an almost-stranger.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=836
832,Treading Water,Prinna Boudreau,13:26,Prinna Boudreau becomes the focus of a police investigation after the loss of her infant daughter.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=832
828,Frozen Fear,David Ullendorff,12:31,A father's courage is put to the test in his own home.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=828
824,The Moon and Stars Talks,Tara Clancy,13:08,A girl from Queens learns to think big.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=824
820,It Matters A Great Deal,Kevin McGeehan,15:06,A son plans the party of a lifetime for his mother.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=820
816,Dance Champions and Charity Cases,Ijeoma Oluo,06:43,A teacher’s pet is invited to do a special project.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=816
812,"My Mother, Sue",Jeremy Orvik,12:36,A doctor must make a life and death decision for his mother.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=812
805,A Sort of Homecoming,Mike Scotti,13:40,"After returning from active duty in the Middle East, a marine searches for new meaning.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=805
801,Prom,Hasan Minhaj,14:30,A high schooler encounters racism when he tries to go to prom.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=801
797,Modern Family,Sara Barron,13:44,Sara Barron learns to share custody of a dog with her husband's ex-girlfriend.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=797
793,The Weight of a Ring,Amy Biancolli,11:11,A woman navigates the dos and don’ts of widowhood.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=793
789,I Need To Talk About Anne Frank,Deborah Feldman,13:44,A woman flees her religious community and reconnects with her past in an unexpected way.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=789
781,An Impossible Choice,Sasha Chanoff,13:02,A humanitarian rescue worker is forced to decide whether he will break the rules to save more lives.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=781
777,The Dress,Jessi Klein,15:55,Jessi tries to find the perfect wedding dress without getting sucked into the modern bride cliché.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=777
773,California Gothic,Taylor Negron,14:50,A boy thinks his dreams have finally come true when he gets an exotic pet.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=773
769,Who Can You Trust?,Mary-Claire King,11:49,A doctor battles through heartbreak to make a breakthrough in cancer research. This story was produced in collaboration with the World Science Festival.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=769
765,Counting Down the Tides,Hannah Morris,09:16,An archeologist races to complete her work before the effects of climate change destroy the site. This story was produced in collaboration with the World Science Festival.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=765
761,Saying 'I Love You',Wendy Suzuki,10:52,A doctor who studies memory is confronted with her own father’s memory loss. This story was produced in collaboration with the World Science Festival.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=761
757,Search and Rescue,Cheryl Hamilton,11:04,A wilderness search and rescue teacher goes out on a ledge to help a young man.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=757
753,Jenny,Samuel James,11:19,A child gets caught in the shelter shuffle of the foster system.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=753
749,Screaming Meemies,Maile Meloy,14:43,A shy writer gives her first ever interview on national TV.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=749
741,The Goddesses of Santa Fe,Jennifer Kohnhorst,05:45,A woman vacations at a fancy clothes-optional spa.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=741
737,"Not TOO Sensitive, Just Sensitive",Hari Kondabolu,13:25,A comedian confronts a heckler after years of hearing jerks in the front row.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=737
733,White House Pastry Chef,Bill Yosses,11:47,A White House Executive Pastry Chef describes landing the job of a lifetime. This story was produced in collaboration with the World Science Festival.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=733
729,Our Normal,Mary Archbold,08:23,A new mother struggles with her prosthetic arm,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=729
721,Ticket to Heaven,Breeda Miller,05:43,"Breeda prints her mother a “ticket to heaven.""",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=721
709,The Lucky Red Tie,Micah Truran,05:58,Micah's lucky red tie leads to a revealing encounter with their musical hero.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=709
705,Coming To Term,Rebecca Nesson,09:18,Rebecca Nesson's difficult second pregnancy has consequences for her marriage.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=705
701,Forgiveness,Hector Black,16:55,A man strives to grant forgiveness after a devastating loss.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=701
697,Future Perfect,Amy Brill,10:39,A Brooklyn mom has to deviate from her birth plan.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=697
693,The Encyclopedia Brown Moment,Alan Gordon,05:19,Alan Gordon is a public defender who has always longed for an Encyclopedia Brown moment.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=693
685,Cut,Josh Broder,13:36,A character actor shares the backstory of a pivotal scene in a classic movie.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=685
681,Passions and Protons,Benjamin Lillie,14:30,A physicist rethinks his career path - and his medication.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=681
677,The Telephone Call,Kim Parati,10:28,A woman discovers a family secret at age 21.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=677
673,Just One Drink,Charles Fatone,08:23,A single man ventures into a gay bar in the Greenwich Village in the 1970s.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=673
669,Innocent,Rickie Johnson,05:45,A prisoner is contacted by a girl who says she’s his daughter.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=669
665,Fearless,Lydia Velez,05:06,An experienced nurse has to act fast to save a life.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=665
661,It's Like Borrowing,Shannon Cason,12:32,Shannon Cason comes face to face with his gambling addiction.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=661
657,Snow White in a Fur Coat,Alana Kinarsky,05:20,A 5-year-old girl is caught stealing by her strict mother.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=657
653,Summer Job,Brian Babylon,05:46,Brian runs a side business at his summer job.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=653
649,Booker and Me,Fred Noe,15:18,Jim Beam's great-grandson describes growing up under the watchful eye of his famous Kentucky bourbon family.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=649
645,"God, Death and Francis Crick",Christof Koch,15:12,Christof Koch questions his belief in God while working with Francis Crick. This story was produced in collaboration with the World Science Festival.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=645
641,Reflections From Space,Frederick Hauck,17:56,An astronaut prepares for his next shuttle mission after the loss of the Challenger.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=641
637,Dream Home,Melissa Coleman,11:32,A woman learns to stop blaming herself years after an accident.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=637
633,800 Heroes,Paul Knoll,11:56,A high school guidance counselor tries to keep his students safe.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=633
625,"Ashes to Ashes, Dad to Dust",Jia H. Jung,06:43,Jia H. Jung tries to figure out what to do with her father’s ashes,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=625
621,The Magician,Anthony Griffith,11:26,A young man navigates life with his single mom.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=621
617,Shot Through The Heart,Thom Beers,13:05,A reality TV producer is faced with the reality of his own mortality.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=617
613,The Quest for Chad,Arthur Bradford,15:08,A documentary filmmaker gets obsessed with someone else’s dream.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=613
611,Homegoings,Isaiah Owens,09:58,Isaiah Owens feels that he was born to be a funeral director but finds some obstacles along the way.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=611
607,The Man on TV,Graham Shelby,12:54,Graham Shelby first sees his Vietnam veteran father on a television special.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=607
603,Is Your Dad Single?,Erin Barker,07:26,A teenager adjusts to life with new step-siblings.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=603
601,The Case of the Pencil Case,Steve Zimmer,06:35,"Steve Zimmer investigates the disappearance of a pencil case with nerdy, teenage vigor.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=601
593,The Explorers,Ijeoma Oluo,06:49,Ijeoma's mother teaches her how to turn bad situations into adventures.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=593
589,Dead in the Water,Buddy Vanderhoop,14:08,A deep sea fisherman navigates a deadly storm at sea.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=589
585,The Strangest Part of All,Bill Eville,14:53,A preacher’s husband feels the love of the community.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=585
581,Flight,Bobby Stoddard,11:46,An avid skier saves the day,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=581
573,I Can't Get It Out of My Mind,Jenny Allen,13:45,A mother decides to monitor her teenager’s internet use.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=573
569,Risk In Perspective,Richard Matthew,10:41,A social scientist commutes to war torn countries for work. This story was produced in collaboration with the World Science Festival.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=569
